playerID;stint;minutes;rebounds;assists;steals;blocks;turnovers;careerDuration;pos;height;weight;college;birthDate;birthState;birthCountry;ethnicity;target
kleinjo01;1.22;817.33;221.72;34.56;14.5;15.83;43.17;18;C;83.0;255.0;Arkansas;1962-01-04;CO;USA;W;0.0
kleizli01;1.0;1301.5;235.83;50.83;25.5;11.83;65.5;6;F;80.0;245.0;Missouri;1985-01-03;;LTU;W;0.0
knighbi01;1.15;1826.62;336.69;143.23;64.15;11.0;137.77;13;G-F;78.0;195.0;Pittsburgh;1952-06-09;PA;USA;B;1.0
knighbr01;1.27;1211.47;119.0;298.73;81.93;5.8;91.13;15;G;70.0;170.0;Stanford;1975-11-08;NJ;USA;B;0.0
knighne01;1.25;564.12;43.88;97.5;15.38;3.75;44.62;8;G;73.0;175.0;Dayton;1967-03-06;MI;USA;B;0.0
knighto01;1.0;1832.75;361.0;83.75;60.5;46.25;111.0;4;F;81.0;210.0;Notre Dame;1955-05-03;NY;USA;B;0.0
knightr01;1.0;652.29;165.71;32.0;19.43;31.57;34.86;7;F-C;84.0;235.0;Connecticut;1974-09-13;UT;USA;W;0.0
kofoeba01;1.0;140.4;11.2;21.6;3.8;0.8;11.2;5;G-F;76.0;210.0;Kearney State;1964-03-24;NE;USA;W;0.0
kojisdo01;1.0;1603.42;379.58;92.67;7.42;1.33;0.0;12;F;75.0;202.0;Marquette;1939-01-15;WI;USA;W;0.0
komivho01;1.09;1837.36;164.0;267.36;2.91;0.27;0.0;11;G;73.0;185.0;Bowling Green;1941-05-09;OH;USA;W;0.0
koncajo01;1.0;1491.73;350.55;71.36;49.27;71.91;56.73;11;C-F;84.0;250.0;Southern Methodist;1963-05-17;IA;USA;W;0.0
kopicjo01;1.0;395.67;104.67;28.0;12.33;2.67;25.0;3;F;81.0;240.0;Detroit;1960-06-12;MI;USA;W;0.0
korveky01;1.1;1608.0;186.9;105.3;43.6;19.3;68.2;10;F;79.0;210.0;Creighton;1981-03-17;CA;USA;W;0.0
koufoko01;1.2;393.0;114.2;9.6;9.6;20.2;21.0;5;C;84.0;265.0;Ohio State;1989-02-24;OH;USA;W;0.0
kozelto01;1.0;637.0;115.33;33.0;22.67;5.33;0.0;3;F;80.0;220.0;Toledo;1951-07-01;MI;USA;W;0.0
krameba01;1.33;187.67;37.67;14.67;0.0;0.0;3.67;3;F-G;76.0;200.0;NYU;1942-11-10;NY;USA;W;0.0
kramejo01;1.0;836.8;183.2;68.6;28.0;12.4;52.8;5;F-C;79.0;203.0;San Diego State;1955-11-30;CA;USA;W;0.0
kramest01;1.0;762.67;103.33;78.67;0.0;0.0;69.0;3;G-F;77.0;200.0;Brigham Young;1945-01-01;UT;USA;W;0.0
krebsji01;1.0;1523.0;453.86;61.29;0.0;0.0;0.0;7;C-F;80.0;230.0;Southern Methodist;1935-09-08;MO;USA;W;0.0
kronto01;1.0;908.0;168.0;151.25;0.0;0.0;14.75;4;G;77.0;200.0;Kentucky;1944-02-20;IN;USA;W;0.0
krstine01;1.12;1318.38;282.75;43.25;20.25;35.75;62.12;8;F-C;83.0;210.0;none;1983-07-25;;YUG;W;0.0
krystla01;1.0;1010.78;227.89;57.0;29.33;6.89;58.0;9;F-C;81.0;220.0;Montana;1964-09-23;MT;USA;W;0.0
kuberst01;1.1;789.7;214.6;33.8;3.8;2.8;0.2;10;F-C;80.0;215.0;Bradley;1947-11-06;IL;USA;W;0.0
kuczebr01;2.0;39.67;7.67;2.67;0.33;0.33;5.0;3;F;82.0;230.0;Connecticut;1961-02-03;CT;USA;W;0.0
kudelfr01;1.0;1075.0;181.5;126.5;0.0;0.0;0.0;5;G-F;74.0;193.0;St. Mary's (CA);1925-06-25;;;W;0.0
kuestjo01;1.0;509.0;47.0;101.67;27.67;1.0;40.67;3;G;74.0;180.0;North Carolina  ;1955-02-06;VA;USA;W;0.0
kukocto01;1.13;1480.8;237.0;207.93;54.47;19.33;102.93;15;G-F;82.0;192.0;none;1968-09-18;;CRO;W;0.0
kunneke01;1.1;1210.4;403.1;78.4;25.2;61.6;39.1;10;C-F;83.0;230.0;Iowa;1951-11-11;IA;USA;W;0.0
kupchmi01;1.0;1100.56;303.33;41.89;18.22;19.56;75.78;9;F-C;81.0;230.0;North Carolina;1954-05-24;NY;USA;W;0.0
kupeccj01;1.0;529.67;104.33;36.0;10.33;2.33;8.0;3;F-C;78.0;220.0;Michigan;1953-01-16;IL;USA;W;0.0
laceysa01;1.07;2276.64;691.93;268.14;71.36;82.86;69.86;14;C;82.0;230.0;New Mexico State;1948-03-28;MS;USA;B;0.0
lacoufr01;0.75;825.25;171.25;90.25;0.0;0.0;0.0;4;G-F;77.0;195.0;San Francisco;1938-02-07;CA;USA;B;0.0
ladnewe01;1.38;985.38;310.12;77.62;17.5;0.88;76.75;8;F;77.0;220.0;Southern Mississippi;1948-10-06;MS;USA;W;0.0
laettch01;1.13;1717.6;387.07;148.27;61.13;45.0;128.8;15;F-C;83.0;235.0;Duke;1969-08-17;NY;USA;W;0.0
lafrera01;1.09;1322.09;311.18;55.09;25.09;83.55;46.45;11;F-C;83.0;240.0;Kansas;1976-05-29;IA;USA;W;0.0
lagarto01;1.0;1032.33;265.5;76.0;15.67;21.83;89.0;6;C-F;82.0;220.0;North Carolina  ;1955-02-10;MI;USA;W;0.0
laimbbi01;1.07;2263.73;693.33;145.6;47.33;64.33;106.27;15;C;83.0;245.0;Notre Dame;1957-05-19;MA;USA;W;0.0
lamarbo01;1.2;1607.2;147.8;212.6;71.8;6.0;103.2;5;G;73.0;170.0;Southwestern Louisiana;1951-04-07;OH;USA;B;0.0
lambejo01;1.22;618.22;165.89;27.56;17.0;19.11;28.67;9;C-F;82.0;225.0;USC;1953-01-14;CA;USA;W;0.0
lampema01;1.5;154.0;34.5;5.0;2.0;2.5;8.5;5;F;83.0;240.0;none;1985-02-05;;POL;W;0.0
lampje01;1.14;495.86;62.43;38.43;15.0;2.0;31.29;7;F-G;77.0;193.0;Virginia;1959-03-09;MN;USA;W;0.0
landrca01;1.29;1093.14;226.29;32.43;21.57;20.71;57.57;7;F;79.0;245.0;Purdue;1983-09-19;WI;USA;B;0.0
landsma01;1.12;913.25;335.12;29.5;15.5;8.75;59.12;8;F-C;80.0;215.0;Arizona State;1955-05-21;ND;USA;W;0.0
laneje01;1.43;459.29;179.71;46.0;19.71;5.57;37.29;7;F;78.0;230.0;Pittsburgh;1966-12-04;OH;USA;B;0.0
langan01;1.08;1180.31;270.08;32.62;25.54;84.54;53.62;13;C;83.0;245.0;Arkansas;1966-06-28;AR;USA;B;0.0
langan02;1.14;199.29;30.0;7.14;7.86;6.57;12.57;7;F-G;80.0;205.0;Duke;1972-05-15;AL;USA;B;0.0
langdtr01;1.0;579.33;53.0;50.67;18.67;4.67;32.67;3;G;75.0;195.0;Duke;1976-05-13;CA;USA;B;0.0
langhda01;1.2;250.4;39.8;7.8;6.0;2.4;7.0;5;F;83.0;220.0;Vanderbilt;1977-11-28;IL;USA;W;0.0
laniebo01;1.07;2140.2;646.53;200.47;51.8;73.33;74.13;15;C;82.0;250.0;St. Bonaventure;1948-09-10;NY;USA;B;1.0
lantzst01;1.11;1696.33;202.22;174.0;13.44;2.0;0.0;9;G;75.0;175.0;Nebraska;1946-07-13;PA;USA;B;0.0
larueru01;1.0;312.8;25.2;30.4;12.4;2.2;18.8;5;G;74.0;185.0;Wake Forest;1973-12-10;NC;USA;W;0.0
larusru01;1.0;2448.7;693.6;155.6;0.0;0.0;0.0;10;F-C;79.0;220.0;Dartmouth;1937-11-11;NY;USA;W;1.0
lattida01;1.0;831.4;266.4;36.8;0.0;0.0;50.2;5;F-C;78.0;225.0;Texas Western;1943-12-23;TX;USA;B;0.0
lauteru01;0.0;1335.0;0.0;0.0;0.0;0.0;0.0;9;F-C;75.0;190.0;Wisconsin-Oshkosh;1915-09-07;;;W;0.0
lavoybo01;1.0;2078.0;503.5;118.5;0.0;0.0;0.0;5;F-C;79.0;185.0;Western Kentucky;1926-06-29;IL;USA;W;0.0
lawac01;1.57;340.71;27.86;44.14;11.86;0.57;20.71;7;G;75.0;195.0;Texas A&M;1985-01-25;TX;USA;B;0.0
lawsoty01;1.0;1847.67;186.67;327.0;70.0;4.0;122.67;3;G;71.0;195.0;North Carolina;1987-11-03;MD;USA;B;0.0
laytomo01;1.17;749.0;59.5;117.67;8.5;2.0;11.0;6;G;73.0;180.0;USC;1948-12-24;NJ;USA;B;0.0
leaksma01;1.64;1146.09;363.45;42.82;0.91;3.55;47.36;11;C-F;80.0;225.0;Niagara;1945-11-27;OH;USA;B;0.0
learha01;2.0;822.5;69.0;80.5;0.0;0.0;0.0;4;G;71.5;163.0;Temple;1935-01-31;PA;USA;B;0.0
leaveal01;1.0;1624.8;116.4;333.9;92.9;12.0;132.4;10;G;73.0;170.0;Oklahoma City;1957-05-27;IN;USA;B;0.0
leckner01;1.22;604.11;157.44;23.33;9.33;15.56;42.89;10;C-F;83.0;265.0;Wyoming;1966-05-27;CA;USA;W;0.0
leebu01;1.5;458.5;34.25;76.75;21.75;0.25;41.0;4;G;72.0;185.0;Marquette;1956-12-05;;PUR;B;0.0
leecl01;1.09;1807.73;693.27;71.64;7.27;5.82;0.0;11;F-C;81.0;200.0;Vanderbilt;1944-03-14;TN;USA;W;0.0
leeco01;1.0;1948.25;199.5;100.0;73.75;18.5;69.5;4;G;77.0;200.0;Western Kentucky;1985-10-03;IN;USA;B;0.0
leeda02;1.0;2259.14;683.86;158.0;60.86;26.71;128.29;7;F;81.0;249.0;Florida;1983-04-29;MO;USA;W;1.0
leedo01;1.0;138.33;14.0;10.67;5.67;1.67;6.67;3;G-F;77.0;200.0;Purdue;1964-10-24;IL;USA;W;0.0
leege01;1.0;736.86;176.43;36.86;0.0;0.0;0.0;7;F-G;76.0;200.0;Michigan;1936-11-23;;;W;0.0
leeke01;1.0;969.0;287.0;59.33;24.67;36.67;72.0;3;F-C;82.0;215.0;Memphis State;1962-12-28;AR;USA;B;0.0
leero01;1.25;1198.25;152.38;211.0;108.62;15.25;97.88;8;G;75.5;193.0;Oregon;1952-11-02;MA;USA;B;0.0
leeru01;1.0;194.0;38.0;21.67;7.33;1.0;0.0;3;G-F;77.0;185.0;Marshall;1950-01-27;MA;USA;B;0.0
legleti01;1.09;477.55;43.73;36.55;13.55;3.73;17.64;11;G;76.0;200.0;LaSalle;1966-12-26;DC;USA;W;0.0
lehmage01;1.45;882.91;56.27;152.45;1.18;0.36;87.27;11;G;72.0;180.0;Campbell JC;1942-05-01;NJ;USA;W;0.0
lenarvo01;1.08;1279.17;134.08;98.33;35.33;10.92;62.33;12;G;76.0;205.0;Minnesota;1973-05-14;MI;USA;B;0.0
lentzle01;1.33;1211.0;306.33;40.0;0.0;0.0;50.33;3;F;78.0;200.0;Houston;1945-02-23;MO;USA;W;0.0
leonaga01;1.0;49.67;11.33;0.67;1.33;3.33;3.0;3;C;85.0;240.0;Missouri;1967-02-16;IL;USA;W;0.0
leonasl01;1.0;1661.71;173.86;203.86;0.0;0.0;0.0;7;G;75.0;185.0;Indiana;1932-07-17;IN;USA;W;0.0
lesji01;1.12;527.75;49.5;116.25;21.12;2.5;36.88;8;G;71.0;165.0;Bradley;1963-08-18;IL;USA;W;0.0
lestero01;1.0;826.5;78.83;167.17;31.17;5.33;79.0;6;G;74.0;175.0;Iowa;1959-01-01;MS;USA;B;0.0
levanan01;1.0;68.0;9.0;9.0;0.0;0.0;0.0;6;F-G;74.0;190.0;St. John's (NY);1920-04-11;NY;USA;W;0.0
leverfa01;1.0;2164.91;411.18;426.91;151.45;19.0;133.73;11;G;75.0;170.0;Arizona State;1960-08-18;AR;USA;B;0.0
levincl01;1.0;1542.0;391.55;68.36;48.55;53.91;75.36;11;F;80.0;210.0;Wichita State;1961-01-04;CA;USA;B;0.0
lewisbo01;1.0;1075.75;133.25;138.75;0.0;0.0;0.0;4;G;75.0;173.0;North Carolina  ;1945-03-20;;;W;0.0
lewisfr01;0.0;1592.0;0.0;0.0;0.0;0.0;0.0;8;F-G;74.0;195.0;Eastern Kentucky;1921-01-06;;;W;0.0
lewisfr02;1.08;2077.0;229.33;248.25;31.08;1.92;146.67;12;G;72.0;175.0;Arizona State;1943-07-01;AL;USA;B;1.0
lewismi01;1.14;1445.43;574.57;142.86;0.0;0.0;126.14;7;C-F;80.0;225.0;Duke;1946-03-18;MT;USA;W;0.0
lewisqu01;1.0;463.25;52.5;24.0;14.75;9.0;24.5;4;F;79.0;215.0;Minnesota;1977-06-26;AR;USA;B;0.0
lewisra01;1.33;222.0;39.33;9.67;8.33;2.33;14.67;4;G;78.0;200.0;LaSalle;1963-03-28;PA;USA;B;0.0
lewisra02;1.07;2118.73;346.8;111.87;69.4;34.6;100.6;15;F;82.0;215.0;none;1979-08-08;LA;USA;B;1.0
lewisre01;1.0;2446.0;323.0;192.17;94.83;69.5;118.0;6;G-F;79.0;195.0;Northeastern;1965-11-21;MD;USA;B;1.0
liberma01;1.2;913.6;185.0;48.8;37.8;14.6;52.8;5;F;80.0;205.0;Illinois;1968-10-27;IL;USA;B;0.0
lichtto01;1.43;605.71;72.14;46.43;25.57;6.43;36.29;7;G-F;76.0;205.0;Stanford;1967-01-08;CA;USA;W;0.0
lieboba01;2.0;722.67;56.67;100.33;0.0;0.0;74.67;3;G;74.0;180.0;LIU;1945-09-10;NY;USA;W;0.0
ligongo01;1.12;1820.0;590.0;113.75;1.12;1.12;115.62;8;F-C;79.0;210.0;Tennessee State (DNP);1944-02-22;IN;USA;B;0.0
listeal01;1.06;1115.59;352.71;53.76;20.65;86.65;85.29;17;C-F;84.0;240.0;Arizona State;1958-10-01;TX;USA;B;0.0
littlge01;1.0;1885.0;245.83;222.67;26.17;3.5;108.33;6;G;72.0;160.0;High Point;1943-06-29;DC;USA;B;0.0
livinra01;1.0;328.62;34.5;51.12;15.0;3.88;27.62;11;G;76.0;209.0;Louisiana State;1975-04-02;LA;USA;B;0.0
livinsh01;1.22;814.44;92.67;125.89;26.11;14.89;57.22;9;G;79.0;175.0;none;1985-09-11;IL;USA;B;0.0
lloydea01;1.0;1809.62;445.25;99.88;0.0;0.0;0.0;9;F-C;77.0;200.0;West Virginia State;1928-04-03;VA;USA;B;0.0
lloydle01;1.12;1175.75;149.0;142.25;45.62;16.62;102.5;8;G-F;78.0;205.0;Drake;1959-02-22;PA;USA;B;0.0
lloydsc01;1.29;801.0;158.71;50.86;14.14;10.43;42.29;8;C-F;82.0;230.0;Arizona State;1952-12-19;IL;USA;W;0.0
lochmri01;1.0;735.0;155.33;47.67;0.0;0.0;40.33;3;F;78.0;215.0;Kansas;1944-05-26;KS;USA;W;0.0
loderke01;1.0;696.67;112.67;58.0;22.33;14.33;47.67;4;F-G;78.0;205.0;Alabama State;1959-03-15;MI;USA;B;0.0
lofgrdo01;1.0;1140.67;220.0;60.0;0.0;0.0;0.0;5;F-C;77.0;200.0;San Francisco;1929-11-08;CA;USA;W;0.0
loganhe01;1.0;1205.0;188.0;122.0;0.0;0.0;125.5;3;G;72.0;180.0;Western Carolina;1946-03-14;NC;USA;B;0.0
lohaubr01;1.21;741.29;133.5;51.0;21.93;35.93;39.64;14;C-F;83.0;230.0;Iowa;1964-09-29;MN;USA;W;0.0
longar01;1.33;400.0;103.67;15.67;9.0;13.0;27.67;4;F-C;81.0;240.0;Cincinnati;1973-10-01;NY;USA;B;0.0
longgr01;1.06;1782.12;384.62;107.25;74.94;22.88;101.75;16;F;80.0;225.0;Eastern Michigan;1966-03-12;MI;USA;B;0.0
longjo01;1.07;1512.0;166.13;115.87;60.8;12.0;103.67;15;G-F;77.0;195.0;Detroit;1956-08-28;MI;USA;B;0.0
longllu01;1.09;1091.45;254.0;76.0;25.27;49.91;85.64;11;C;86.0;260.0;New Mexico;1969-01-19;;AUS;W;0.0
longpa01;1.0;129.5;16.5;16.5;0.0;0.0;3.75;4;G;74.0;178.0;Virginia Tech;1944-02-08;KY;USA;W;0.0
longwi01;1.0;1677.67;423.0;69.67;18.0;4.33;129.67;3;F-C;80.0;225.0;New Mexico;1950-03-01;IN;USA;B;0.0
lopezbr01;1.0;2139.0;470.0;102.0;36.75;103.5;133.25;4;C;84.0;260.0;Stanford;1988-04-01;CA;USA;W;1.0
lopezfe01;1.2;829.0;120.8;50.4;32.2;12.4;50.8;5;G;77.0;195.0;St. John's (NY);1974-12-19;;DOM;B;0.0
lopezro01;1.0;870.25;197.75;10.75;14.25;49.75;40.0;4;C-F;84.0;255.0;Stanford;1988-04-01;CA;USA;W;0.0
loscuji01;1.0;1047.89;316.44;39.22;0.0;0.0;0.0;9;F;77.0;220.0;Oregon;1930-02-04;CA;USA;W;0.0
loughke01;1.15;1716.0;173.38;215.62;0.0;0.0;0.0;13;G;75.0;190.0;St. John's (NY);1940-03-28;NY;USA;W;0.0
lovebo01;1.29;1794.29;332.36;80.21;16.57;4.0;0.0;14;F;80.0;202.0;Southern University;1942-12-08;LA;USA;B;0.0
loveke01;1.0;2129.75;809.25;128.75;42.5;32.25;129.5;4;F;82.0;260.0;UCLA;1988-09-07;CA;USA;W;1.0
lovelcl01;1.0;1734.09;605.73;105.91;0.0;0.0;0.0;11;C-F;81.0;230.0;Kansas;1929-09-07;IN;USA;W;1.0
lovest01;1.2;703.0;185.8;36.2;8.8;7.4;1.2;5;F;81.0;215.0;Oregon;1949-04-09;CA;USA;W;0.0
lowesi01;1.2;684.4;67.0;149.8;38.2;1.8;38.2;5;G;72.0;195.0;North Carolina State;1960-01-21;DC;USA;B;0.0
lowryky01;1.14;1381.29;177.14;245.57;58.57;12.14;94.29;7;G;72.0;175.0;Villanova;1986-03-25;PA;USA;B;0.0
lucasal01;0.0;729.0;0.0;0.0;0.0;0.0;0.0;5;F-G;75.0;195.0;Fordham;1922-07-04;;;W;0.0
lucasje01;1.08;2677.58;1078.5;227.67;2.33;2.0;0.0;12;F-C;80.0;230.0;Ohio State;1940-03-30;OH;USA;W;1.0
lucasjo01;1.0;1704.4;143.4;430.33;84.87;4.87;120.2;15;G;74.5;175.0;Maryland;1953-10-31;NC;USA;B;0.0
lucasjo02;1.0;306.5;29.25;38.5;10.25;0.25;16.0;4;G;71.0;165.0;Oklahoma State;1982-11-21;DC;USA;B;0.0
lucasma01;1.12;1882.0;581.62;156.12;50.19;41.19;144.75;16;F-C;81.0;215.0;Marquette;1952-02-18;PA;USA;B;0.0
luety01;1.21;897.93;67.36;123.36;20.43;0.71;47.07;14;G;72.0;175.0;Nebraska;1977-05-03;MO;USA;B;0.0
lumppra01;1.33;913.0;88.67;97.0;0.0;0.0;0.0;7;G;73.0;178.0;NYU;1923-07-11;NY;USA;W;0.0
lynchge01;1.0;1473.5;325.17;93.42;68.08;21.5;74.17;12;F;80.0;218.0;North Carolina  ;1970-09-03;VA;USA;B;0.0
macaued01;1.0;2258.88;463.62;203.38;0.0;0.0;0.0;10;C-F;80.0;185.0;St. Louis;1928-03-22;MO;USA;W;1.0
maccuto01;1.0;859.75;222.0;30.25;15.25;44.25;38.5;4;C;84.0;255.0;Washington;1976-01-27;MAN;CAN;W;0.0
macklru01;1.0;917.33;154.67;40.33;27.33;10.0;69.0;3;F-G;79.0;205.0;Louisiana State;1958-02-19;KY;USA;B;0.0
mackol01;1.4;502.6;63.8;46.0;17.0;2.2;21.8;5;G;75.0;185.0;East Carolina;1957-06-06;NY;USA;B;0.0
macksa01;1.12;628.5;66.62;42.0;20.5;4.62;27.5;8;F-G;79.0;218.0;Houston;1970-05-26;IL;USA;B;0.0
macledo01;1.0;742.11;134.44;44.89;13.11;5.67;44.22;9;F;82.0;235.0;UCLA;1970-01-16;CA;USA;W;0.0
maconma01;1.14;716.86;66.71;61.14;49.86;2.86;46.14;7;G;76.0;185.0;Temple;1969-04-14;MI;USA;B;0.0
macyky01;1.0;2035.14;173.43;314.0;90.14;7.0;101.71;7;G;75.0;175.0;Kentucky;1957-04-09;IN;USA;W;0.0
madkige01;1.0;140.0;8.67;21.67;8.0;0.33;9.67;3;G;76.0;200.0;UCLA;1969-04-18;CA;USA;B;0.0
madsema01;1.0;592.44;128.56;20.11;12.89;11.33;22.89;9;F;81.0;236.0;Stanford;1976-01-28;CA;USA;W;0.0
maggeco01;1.0;1776.62;307.46;129.0;45.0;10.54;142.85;13;F-G;78.0;218.0;Duke;1979-11-12;IL;USA;B;1.0
magloja01;1.08;1124.85;339.0;29.69;17.23;46.46;76.85;13;F-C;82.0;259.0;Kentucky;1978-05-21;ON;CAN;B;0.0
mahafra01;1.2;1917.8;510.8;101.4;0.0;0.0;175.4;5;F;79.0;202.0;Clemson;1945-09-28;GA;USA;W;0.0
mahinia01;1.0;453.5;116.5;5.75;13.75;14.5;23.0;4;C;82.0;230.0;none;1986-11-05;;FRA;B;0.0
mahnkjo01;1.0;676.0;157.0;69.0;0.0;0.0;0.0;13;C;80.0;220.0;Georgetown;1922-06-16;NJ;USA;W;0.0
mahorri01;1.0;1432.17;386.5;60.11;35.17;55.94;80.89;18;C-F;82.0;240.0;Hampton Institute;1958-09-21;CT;USA;B;0.0
majerda01;1.0;2157.57;304.64;196.79;85.29;25.71;79.71;14;G-F;78.0;215.0;Central Michigan;1965-09-09;MI;USA;W;0.0
malonje01;1.13;1977.33;157.6;143.6;38.47;6.67;102.53;15;G;76.0;205.0;Mississippi State;1961-06-28;AL;USA;B;1.0
malonka01;1.0;2886.95;787.79;276.21;109.74;60.26;238.11;19;F-C;81.0;250.0;Louisiana Tech;1963-07-24;LA;USA;B;1.0
malonma01;1.0;1245.0;83.33;142.0;40.0;2.33;63.5;6;G;75.0;192.0;Pennsylvania;1971-12-06;MD;USA;W;0.0
malonmo01;1.05;2354.19;849.19;92.19;57.1;89.95;203.05;22;C-F;82.0;215.0;none;1955-03-23;VA;USA;B;1.0
malovst01;2.0;148.33;28.67;8.67;2.67;2.0;7.67;3;F;82.0;230.0;San Diego State;1956-07-21;OH;USA;W;0.0
maloymi01;1.0;287.0;89.33;16.0;0.0;0.0;25.0;3;F;79.0;215.0;Davidson;1949-05-10;NY;USA;B;0.0
mannida01;1.06;1512.62;288.44;128.94;62.5;47.0;115.81;16;F-C;82.0;230.0;Kansas;1966-05-17;MS;USA;B;0.0
mannied01;1.1;1023.4;271.7;49.4;13.7;2.7;32.6;10;F;79.0;210.0;Jackson State;1943-01-02;MS;USA;B;0.0
mannipa01;1.14;303.57;37.0;33.0;15.29;3.0;18.86;7;G;79.0;190.0;Utah;1960-09-22;UT;USA;W;0.0
manniri01;1.33;170.67;31.33;3.33;2.33;2.67;8.0;3;C;83.0;253.0;Washington;1970-06-23;WA;USA;W;0.0
mantini01;1.0;796.75;77.75;76.25;0.0;0.0;0.0;4;G;75.0;190.0;Northwestern;1935-12-07;IN;USA;W;0.0
maravpe01;1.09;2210.55;249.73;323.91;53.36;9.82;48.18;11;G;77.0;197.0;Louisiana State;1947-06-22;PA;USA;W;1.0
marbust01;1.13;2126.27;167.73;431.4;68.13;8.07;169.8;15;G;74.0;180.0;Georgia Tech;1977-02-20;NY;USA;B;1.0
marcisa01;1.0;1160.43;117.0;115.29;65.57;4.43;102.14;7;G;77.0;200.0;State Univ. of Vilnius (LTU);1964-06-13;;LTU;W;0.0
marinja01;1.15;1891.54;338.85;139.46;11.92;4.54;0.0;13;F-G;78.5;200.0;Duke;1944-10-12;PA;USA;W;0.0
mariosh01;1.13;2305.13;591.73;124.0;104.47;74.8;101.27;15;F;79.0;215.0;UNLV;1978-05-07;IL;USA;B;1.0
marksse01;1.0;206.82;45.55;4.55;3.0;7.91;10.55;11;F-C;82.0;250.0;California;1975-08-23;;NZL;W;0.0
marlaha01;1.0;248.67;28.67;31.33;0.0;0.0;0.0;3;G;75.0;185.0;Eastern Michigan;1948-08-26;;;W;0.0
marshdo01;1.17;1390.61;354.22;72.5;43.89;47.11;71.78;18;F;81.0;218.0;Connecticut;1973-05-18;PA;USA;B;0.0
marshdo02;1.0;228.25;29.5;9.0;9.25;1.25;11.0;5;F;79.0;230.0;Connecticut;1972-07-17;MI;USA;B;0.0
marshto01;1.2;517.4;98.4;37.6;0.0;0.0;0.0;5;F-G;76.0;215.0;Western Kentucky;1931-01-06;TN;USA;W;0.0
martibi01;1.0;286.67;45.33;19.33;10.0;3.0;24.67;3;F-G;79.0;205.0;Georgetown;1962-08-16;DC;USA;B;0.0
martica01;1.2;317.8;46.6;11.4;9.6;2.6;11.4;5;F;79.0;220.0;Kansas State;1984-11-20;TX;USA;B;0.0
martida01;1.07;654.64;42.0;105.36;24.29;1.57;45.07;14;G;71.0;170.0;UCLA;1971-03-06;CO;USA;B;0.0
martike01;1.0;1830.83;409.25;114.67;70.58;67.83;106.08;12;F-C;81.0;230.0;Cincinnati;1977-12-30;MI;USA;B;0.0
martike02;1.11;1650.22;182.67;108.67;49.56;6.67;95.89;9;G;79.0;185.0;Western Carolina;1983-02-01;OH;USA;B;0.0
martila01;1.0;948.75;314.5;50.75;11.5;24.5;0.0;4;C;83.0;208.0;Loyola (IL);1950-03-30;IL;USA;B;0.0
martisl01;1.0;2436.0;221.0;313.5;0.0;0.0;0.0;12;G;70.0;170.0;Texas;1925-10-22;TX;USA;W;0.0
mashbja01;1.08;1896.83;272.58;201.17;52.67;9.08;132.08;12;F;80.0;240.0;Kentucky;1972-11-29;NY;USA;B;0.0
masinal01;1.33;651.33;68.33;60.67;0.0;0.0;0.0;3;G;70.0;174.0;Canisius;1928-02-05;;;W;0.0
masonan01;1.0;2354.31;559.92;227.92;49.85;18.77;119.15;13;F;79.0;250.0;Tennessee State;1966-12-14;FL;USA;B;0.0
masonde01;1.09;1785.27;260.27;95.36;40.09;20.91;93.82;11;F;77.0;215.0;Oklahoma State;1977-10-11;TX;USA;B;0.0
masonro01;1.11;851.22;82.56;64.89;17.44;7.0;34.44;9;G;76.0;199.0;Virginia;1980-09-10;DC;USA;B;0.0
masseto01;1.41;722.65;174.35;15.65;15.35;18.94;40.29;17;F;81.0;220.0;Maryland;1967-07-13;VA;USA;B;0.0
masted01;1.0;293.67;88.33;17.0;0.0;0.0;0.0;3;F-C;81.0;220.0;Temple;1948-10-03;PA;USA;W;0.0
matthwe01;1.18;845.91;56.91;177.73;40.36;7.36;87.55;11;G;73.0;170.0;Wisconsin;1959-08-24;FL;USA;B;0.0
matthwe02;1.0;2337.0;224.33;133.67;87.33;13.0;101.33;3;G-F;77.0;220.0;Marquette;1986-10-14;TX;USA;B;0.0
maxieja01;1.0;1174.14;268.29;26.29;24.71;47.29;52.14;7;F;79.0;260.0;Cincinnati;1983-02-18;IL;USA;B;0.0
maxwece01;1.08;1980.75;438.42;155.17;55.92;36.08;153.42;12;F;80.0;205.0;UNC-Charlotte;1955-11-21;NC;USA;B;0.0
maxweve01;1.19;1519.31;137.5;182.0;60.94;9.5;103.94;16;G;76.0;180.0;Florida;1965-09-12;FL;USA;B;0.0
maybele01;1.0;1476.71;91.71;252.43;50.29;6.29;84.43;7;G;73.0;172.0;Arkansas;1970-06-12;OK;USA;B;0.0
maydo01;1.12;827.38;163.62;48.62;3.62;1.25;0.0;8;F;76.0;200.0;Dayton;1946-01-03;OH;USA;W;0.0
mayescl01;1.75;250.0;69.75;10.0;2.25;11.5;0.0;4;F;80.0;225.0;Furman;1953-03-17;SC;USA;B;0.0
maynoer01;1.25;651.5;65.75;131.5;20.0;4.0;43.25;4;G;75.0;175.0;Virginia Commonwealth;1987-06-11;NC;USA;B;0.0
mayooj01;1.0;2467.25;249.75;204.5;83.25;19.75;156.25;4;G;76.0;210.0;USC;1987-11-05;WV;USA;B;1.0
maysc01;1.0;1147.0;207.14;87.14;40.71;6.29;61.29;7;F;78.5;215.0;Indiana;1954-03-19;OH;USA;B;0.0
